buyingprice,maintprice,doors,persons,lug_boot,safety,recommend,,frekuensi,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,4,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,more,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,5more,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,4,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,more,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,more,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,2,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,4,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,more,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,3,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,4,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,more,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,4,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,4,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,more,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,high,5more,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,4,small,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,4,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,4,big,high,vgood,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,more,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,2,more,big,high,vgood,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,4,small,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,4,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,4,big,high,vgood,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,more,small,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,more,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,more,med,high,vgood,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,3,more,big,high,vgood,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,4,small,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,4,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,4,med,high,vgood,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,4,big,high,vgood,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,more,small,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,more,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,more,med,high,vgood,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,4,more,big,high,vgood,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,4,small,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,4,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,4,med,high,vgood,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,4,big,high,vgood,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,more,small,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,more,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,more,med,high,vgood,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,med,5more,more,big,high,vgood,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,4,small,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,4,small,high,good,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,4,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,4,med,high,good,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,4,big,med,good,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,4,big,high,vgood,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,more,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,more,med,high,good,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,more,big,med,good,,,,,,,,,,,,,,,,,,,,,,,,
med,low,2,more,big,high,vgood,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,4,small,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,4,small,high,good,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,4,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,4,med,high,good,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,4,big,med,good,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,4,big,high,vgood,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,more,small,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,more,small,high,good,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,more,med,med,good,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,more,med,high,vgood,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,more,big,med,good,,,,,,,,,,,,,,,,,,,,,,,,
med,low,3,more,big,high,vgood,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,4,small,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,4,small,high,good,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,4,med,med,good,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,4,med,high,vgood,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,4,big,med,good,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,4,big,high,vgood,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,more,small,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,more,small,high,good,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,more,med,med,good,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,more,med,high,vgood,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,more,big,med,good,,,,,,,,,,,,,,,,,,,,,,,,
med,low,4,more,big,high,vgood,,,,,,,,,,,,,,,,,,,,,,,,
med,low,5more,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,5more,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,5more,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,5more,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,5more,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,5more,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,5more,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,5more,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,5more,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,5more,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,5more,4,small,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,5more,4,small,high,good,,,,,,,,,,,,,,,,,,,,,,,,
med,low,5more,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,5more,4,med,med,good,,,,,,,,,,,,,,,,,,,,,,,,
med,low,5more,4,med,high,vgood,,,,,,,,,,,,,,,,,,,,,,,,
med,low,5more,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,low,5more,4,big,med,good,,,,,,,,,,,,,,,,,,,,,,,,
